security_code,security_nanme,list_date,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,label1,label2,label3
601727.SH,上海电气,12/5/08,1,1,1,3,0,0,67.869,12.511,87.489,12.511,57.17,45.9996,73.1155,57.17,-20.5395,39.1249,3.012,-2.9901,78.9124,1.0048,77.9077,0,55.7152,0.2283,26.4155,6.1861,16.1042,0,1.4392,86.8565,27.041,8.92,-10.9248,0.1475,-1.0226,4.9642,1.2996,1.4508,-0.3193,3.7202,5.0084,2.5429,4.9603,18.4131,81.5869,14.1637,3.1849,6.1302,1.5665,5.3877,3.161,19.761,1.7443,78.1029,93.1931,66.3476,2.9716,1.2498,0.1523,1.0351,5.2044,0.6687,32.6178,65.1307,246.6955,18.7497,133.4285,2.0236,2.3837,1.1845,0.4436,4.9408,0.3119,2.1624,1.7217,0.1358,7.6017,-2.1968,-2.3624,-8.5894,-5.8767,8.3361,27.5622,-310.6969,25.775,-5.9635,9.6261,4.521,20.7172,2.0517,0,0,5
600361.SH,华联综超,11/29/01,0,0,0,3,0,0,100,0,100,0,29.17,29.167,59.7208,29.17,23.9986,-19.3539,-25.0354,33.4145,58.1468,0,55.0385,0,253.526,1.039,31.0202,1.1682,7.2268,0,1.158,4.326,16.2564,9.97,-9.4152,0.09,0.9829,13.9494,2.5328,0.3506,-0.1946,2.2914,0.6717,1.643,3.0552,21.9356,78.0644,21.8017,17.9939,2.5075,1.3003,0.6713,0,93.4244,7.0874,-9.0744,105.0859,72.4001,3.6232,0.8966,0.6244,0.7362,1.3694,0,-84.1276,68.9148,45.7476,-59.5698,43.3974,6.2216,114.8818,2.5637,1.4287,14.2098,0.9228,-12.4179,3.3048,-10,0.4562,-26.4823,-6.3832,79.677,-7.9599,0.0443,1.776,-28.5877,1.3546,-5.1891,0.8769,0.6446,-3.0581,13.4656,0,0,5
300304.SZ,云意电气,3/21/12,0,0,0,2,0,0,97.4139,2.5861,97.4139,2.5861,40.66,40.6564,47.2701,40.66,-45.2037,83.5825,10.5203,-9.5306,45.6856,0,45.6856,1.0762,447.3291,1.8333,26.9744,-42.7988,18.2207,0.6297,1.9393,31.7141,32.8703,13.8,-39.114,0.1157,0.1434,0.5731,0.4321,0.7131,-0.3013,5.2776,19.8313,4.3993,7.0368,33.2591,66.7409,21.1233,2.5831,6.5232,0.0776,25.8739,11.9394,36.735,0.5802,53.9609,102.3053,21.1706,1.2686,3.6515,0.6404,3.3002,273.8705,0.0296,-3.5586,6.8017,315.5367,161.6911,133.0297,2.0296,1.4794,1.755,0.2969,0.9755,0.207,0.3826,0.987,0.5213,3.3487,-4.3482,-4.1926,57.6759,-6.7678,7.0651,105.2413,-1.7941,18.6171,-1.5273,8.3917,5.1852,15.7433,29.6346,0,3,5
600317.SH,营口港,1/31/02,1,1,0,3,0,0,100,0,100,0,78.29,78.2856,83.1838,78.29,-28.34,39.5479,1.6878,-1.6617,83.4404,0.3253,82.4375,0,45.0835,0.1848,15.6926,27.6012,7.9915,0.8614,1.4849,10.2151,14.735,11.2,-7.5144,0.1293,0.2108,0.528,0.2375,0.5401,-0.0173,7.0291,25.424,7.6313,9.3722,37.4922,62.5078,6.8171,0,3.9911,2.826,36.183,0,8.0114,0.0116,90.8401,100.149,18.8213,1.2318,3.0191,2.4678,2.9887,12.5824,0.6532,0.244,18.1512,55.4413,22.7617,4.9481,54.5664,5.3473,8.262,0.8756,0.3513,0.2146,1.4953,0.3992,48.7917,6.2514,49.1862,49.2568,13.4481,36.987,8.6336,-30.3037,-663.585,-1.8535,47.07,-5.9641,4.596,-3.0877,15.053,1,0,5
000793.SZ,华闻集团,7/29/97,0,1,1,3,0,0,97.2669,2.7331,97.2669,2.7331,8.2,8.2013,34.7829,8.2,24.0616,-14.9686,9.148,-8.4217,35.8281,0,14.2189,0,541.8206,2.2206,-1.5317,-5.9187,-2.9186,1.1899,1.6221,-21.1097,62.3477,10.54,-27.6696,0.0264,-0.1814,1.3973,1.8864,-0.6549,-0.2063,1.0993,9.1319,4.863,1.4657,22.2206,77.7794,25.5024,7.9607,8.6974,8.0646,8.858,0.7796,120.9131,-0.2906,-27.881,102.6426,53.7791,2.1635,1.9783,0.3398,1.8167,2.7172,2.8254,65.4192,78.7486,175.3319,123.8832,53.9646,5.0033,2.2247,5.2479,0.7348,4.9984,0.2219,1.8842,0.4302,129.5652,14.5996,428.2701,343.3432,63.0856,358.8424,-49.9314,-15.3017,75.6668,-33.0329,398.3685,13.3801,2.6905,-5.7613,13.468,0,4,5
002556.SZ,辉隆股份,3/2/11,0,1,0,3,0,0,99.7195,0.2805,99.7195,0.2805,40.56,40.5623,47.8676,40.56,-21.5123,31.0014,-9.2376,10.1512,44.4402,0,43.3068,0.5758,275.9055,1.1841,29.7967,95.6909,23.0322,1.3084,1.6116,-4.5875,24.25,9.9,-13.7844,0.13,1.042,18.5998,1.1658,1.1435,-0.0885,3.7995,0.8504,2.7563,5.066,4.5635,95.4365,3.8894,1.8484,1.0977,0.6965,0.8576,0.2468,36.5078,16.3181,56.0905,110.3132,67.8296,3.1084,1.0666,0.1956,0.6637,2.4272,0.1063,39.1445,68.4912,57.4374,8.9991,46.0717,5.8604,23.7557,5.5741,2.2191,23.1094,1.6304,29.0621,7.6108,-31.5789,5.7007,-38.648,-27.0163,192.9725,-34.223,-1.3448,-0.4642,32.2231,-0.276,-28.6005,6.201,-13.4333,-9.2902,12.5416,0,4,5
600422.SH,昆药集团,12/6/00,0,1,1,3,0,0,99.868,0.132,99.868,0.132,30.87,30.8732,46.739,30.87,26.9036,-12.0524,1.2188,-1.2289,45.0123,0,45.0123,-0.0888,941.134,3.8571,23.3471,-25.0169,17.0897,1.7063,2.1777,23.6317,20.178,12.9,6.7992,0.472,0.2967,7.5736,1.5882,2.5298,-0.0157,9.0898,6.3896,6.6675,12.1197,49.0993,50.9007,41.4192,36.271,4.1684,0.3476,6.9085,0.6322,5.0706,0.6839,87.5556,106.9842,40.6445,1.6848,1.7903,0.4459,1.3007,23.2889,0.1724,5.2163,11.7289,178.9267,108.0328,111.2637,2.4267,3.9904,3.8085,1.3175,5.7249,0.8237,3.0814,3.0505,39.5211,14.1515,34.8865,35.0258,80.0574,23.6999,9.2533,7.3908,95.1593,8.1723,35.8462,12.6964,7.3871,3.1178,75.4351,0,0,5
600790.SH,轻纺城,2/28/97,0,1,0,3,0,0,100,0,100,0,37.75,37.7518,49.8193,37.75,-25.9974,89.1827,-2.3179,2.3975,48.4582,0.6788,43.4511,0,130.4557,0.5347,11.2536,5.075,4.9612,1.8315,1.067,3.5026,16.4653,12.11,-4.2768,0.17,-0.1584,0.5047,0.7415,1.1639,-0.1221,4.7627,36.6611,3.2217,6.3503,60.4378,39.5622,3.4074,1.9501,5.5459,-4.5641,65.8028,0.4756,9.2288,-1.1678,89.6742,55.8969,43.9288,1.7834,0.5577,0.3545,0.5577,0,0,-24.405,0.0175,0.8288,-69.2743,0.039,6922.2814,341.8527,3.8515,0.3047,3.9693,0.073,-0.3974,0.1244,-19.0476,1.2618,-9.9661,-9.6255,-114.9425,-20.611,5.0849,-6.365,-120.0513,-0.1357,-14.7626,-5.776,0.2972,-3.9949,-2.2556,0,0,5
603111.SH,康尼机电,8/1/14,0,0,0,3,0,0,84.1643,15.8357,84.1643,15.8357,8.57,8.5671,32.3714,0,36.7753,59.3225,-12.8759,14.7942,23.7662,0,18.4269,0,270.7583,1.1097,-1.6041,-9.8932,-2.131,1.4435,3.006,-15.4855,20.9091,13.94,-35.5284,0.22,-0.1572,2.5739,3.1979,-2.3761,-0.2495,11.8165,8.5795,5.896,15.7553,33.1844,66.8156,20.3288,5.2388,8.1042,0.6024,10.5365,6.3833,0.4033,-1.0579,114.0657,76.7282,60.7545,2.5481,1.6782,0.2683,1.3486,18.6796,0.2868,-7.5322,7.7675,360.465,81.1546,128.9734,2.0935,1.1663,0.9667,0.619,4.8932,0.5239,1.5889,4.8528,140,-5.6198,682.9251,153.5279,75.4713,190.5774,-55.6632,0.0598,58.742,-32.3636,138.4391,-6.2313,12.5596,5.6093,33.3333,0,0,4
300103.SZ,达刚控股,8/12/10,0,0,0,2,0,0,77.2181,22.7819,77.2181,22.7819,29.95,29.95,42.2934,29.9,-30.3882,138.361,15.0835,-13.1138,31.5264,0,31.5264,0.9815,905.0244,3.7091,299.4331,-61.5427,107.1327,0.3487,3.3185,-141.0635,1498.8161,14.31,-11.8512,0.1091,0.2342,2.3238,0.7023,1.1287,-0.1191,3.7158,8.046,4.9409,4.9543,19.2505,80.7495,11.4691,2.158,4.1492,1.5246,9.0224,3.6373,21.9782,0.0125,80.3022,105.7576,44.6827,1.8078,1.9194,0.1546,0.9952,6.947,0.4868,-3.6518,0.1647,201.2904,163.7132,154.1993,1.751,5.7336,7.1852,0.7273,3.2545,0.4665,1.1801,2.0008,14.7213,273.2949,83.7015,84.006,669.3629,10.7396,3.6038,613.7763,80.4996,101.6,97.4474,291.2556,3.8501,103.7746,24.1012,0,4,5
600458.SH,时代新材,12/19/02,0,1,0,3,0,0,100,0,100,0,36.43,36.4343,53.1903,36.43,-7.4383,31.1283,2.6223,-2.5406,53.3301,0.0993,52.5877,0,335.1879,1.3737,-17.7796,-87.7863,154.275,1.0537,1.6207,20.293,59.1395,12.34,-5.0172,0.02,-0.0541,9.9619,3.808,1.0126,0.2615,0.2658,-0.0402,0.8851,0.3545,16.8988,83.1012,16.4848,4.6119,4.0889,1.2501,-0.0431,6.534,29.0066,23.0716,14.1064,116.7785,68.9348,3.219,1.2245,0.1802,0.9485,1.3106,1.6689,26.3322,40.6985,219.4723,47.1775,78.917,3.4213,1.921,1.5671,0.8753,2.864,0.5402,6.2921,2.0678,-81.8182,-3.8347,-65.6768,-62.1605,70.4791,-83.9469,-9.2885,12.882,190.0075,4.84,-103.9472,-2.8629,-0.2814,7.3793,4.4711,1,0,5
300064.SZ,豫金刚石,3/26/10,0,0,0,2,0,0,50.242,49.758,50.242,49.758,19.07,12.1958,23.3774,12.2,11.7256,-10.4867,-6.4232,6.8519,36.1817,0,36.1817,0.0187,397.5844,1.6294,279.0319,-19.4639,15.8556,0.3132,0.8324,-12.4557,42.5337,11.15,-20.5512,0.0566,-0.9572,0.6058,3.9423,0.7571,-0.1154,0.9794,9.1441,1.481,1.3059,30.115,69.885,23.923,1.7879,8.3034,9.4463,10.1285,4.3855,12.5746,7.217,54.8083,68.6086,24.6886,1.3278,1.8961,0.5743,1.4811,2.0282,0.1377,0.2473,19.8315,696.9358,303.5407,335.6995,0.8043,0.7474,0.6863,0.1724,0.2983,0.0773,0.3501,0.1929,-64.2225,-31.3567,-62.1187,-68.4534,-139.2883,-64.0192,-0.6121,-4.9397,-230.071,-1.7572,-64.7224,-25.8475,0.7398,-3.0413,-25.8397,0,4,5
600169.SH,太原重工,9/4/98,0,1,0,3,0,0,100,0,100,0,25.84,25.8449,40.1133,25.84,-14.8071,24.1602,0.2677,-0.3264,41.0643,0.7673,38.4122,0,159.4145,0.6533,146.841,17.6187,21.8003,0,1.6735,12.0031,138.7854,8.35,-16.4052,0.0072,0.0955,2.0085,0.6437,-0.1185,-0.0363,0.442,0.3198,1.708,0.5894,25.1477,74.8523,25.0794,4.1287,7.5945,11.76,0.3231,1.5962,0,7.9184,-71.8954,98.9289,87.3687,7.9168,0.994,0.1961,0.5829,0.9163,0,124.572,187.8677,1066.0661,304.9892,692.2238,0.39,0.7222,0.3548,0.2209,0.8683,0.1585,183.6201,0.7611,188,23.946,43.7834,61.2652,1176.3247,179.5502,1.2085,2.5889,-122.1262,2.4138,198.3889,25.0119,0.4535,5.864,4.4843,0,0,5
002019.SZ,亿帆医药,7/13/04,1,1,1,3,0,1,65.4923,34.5077,65.4923,34.5077,42.14,10.0492,18.7263,42.14,-4.4851,51.5516,5.6907,-5.3691,9.0252,1.8018,4.2569,0.0096,498.371,2.0425,28.6537,-48.0117,15.9549,0.6868,2.4198,13.6891,27.2314,14.13,6.4056,0.61,0.3099,3.0839,2.3345,2.7191,-0.454,10.6727,18.9973,9.0799,14.2302,44.4003,55.5997,23.2986,11.4376,7.823,0.7525,24.8526,3.2855,5.5119,-0.268,87.223,99.3491,26.0069,1.3515,1.5185,0.6095,1.264,31.9965,0.244,0.5222,10.1343,141.3731,95.9566,69.4759,3.8862,3.7554,5.945,1.0363,4.4816,0.3771,2.9904,0.7614,3.3898,10.5564,4.2501,4.1,-58.1379,-5.5055,10.4526,14.2219,-69.1184,12.1823,5.6898,15.4937,7.8213,5.945,53.0188,0,4,5
600410.SH,华胜天成,4/27/04,1,1,0,3,0,0,100,0,100,0,8.38,8.3795,19.3028,0,93.827,-36.4799,-13.8211,15.8836,12.7711,1.083,5.6361,-0.0001,1386.0678,5.6806,-234.0477,-45.1424,158.0483,0.274,2.598,15.3506,15.668,12.08,18.5124,0.25,-0.1206,3.0411,2.3209,1.0164,-0.2585,5.6324,7.992,3.8821,7.5099,19.3767,80.6233,20.4153,5.7814,8.58,3.5332,8.0755,2.5207,131.5273,0.4896,-17.2885,110.1251,44.1574,1.7907,1.4541,0.2317,1.2454,3.3371,0.3776,9.6575,16.1963,237.3037,103.666,74.4727,3.6255,1.6582,2.0204,0.6378,8.1566,0.3293,2.8413,0.9542,400,-11.2095,247.7727,240.7038,-147.0815,423.8087,1.3954,-24.6904,75.5974,-11.9346,428.0915,-11.8393,7.5085,0.269,75.9386,0,0,5
600501.SH,航天晨光,6/15/01,0,1,0,3,0,0,100,0,100,0,25.2,25.1992,51.4505,25.2,-6.5833,10.8358,7.9739,-7.383,49.988,0,46.8553,0,536.8296,2.2001,-20.5782,-60.2246,-90.3152,0.1267,1.7889,71.2679,-81.3237,13.44,-20.6604,-0.21,-1.558,4.0342,3.5034,-0.0533,-1.1577,-4.4834,-4.5343,-1.3356,-5.9778,25.1549,74.8451,27.4909,8.6212,10.995,0.8813,-4.7214,6.9933,0,0,0,81.3452,53.8821,2.1684,1.2983,0.1103,0.9737,-4.1161,0.1909,0.9962,10.3253,397.7321,113.6559,156.0645,1.7301,1.1172,0.9504,0.565,2.1754,0.3682,2.2775,1.8632,-31.25,-3.4963,-55.5202,-53.139,-277.0101,-49.9085,-8.8793,11.1123,-4.1181,1.58,-47.6675,-2.6445,-4.3772,4.6341,28.6656,0,0,5
600993.SH,马应龙,5/17/04,0,1,1,2,0,0,99.8267,0.1733,99.8267,0.1733,29.27,29.2686,47.5257,29.27,7.8944,-7.3015,0.3409,-0.3216,47.1488,5.345,8.117,0,323.2998,1.325,30.1345,18.3037,25.742,1.1884,3.1948,23.5354,13.6522,13.88,-8.3712,0.68,0.3069,4.4611,0.2829,3.8073,-0.532,12.3069,15.0425,10.7005,16.4092,42.401,57.599,25.8193,21.1126,3.1826,-0.3937,18.2813,1.9178,7.9535,-0.2687,88.8795,105.3815,22.063,1.2831,4.2981,1.4654,3.7551,0,0.0575,-15.4842,0.4233,146.1046,114.1698,68.5421,3.9392,3.4811,8.4547,0.7842,6.2386,0.6168,1.0046,4.1532,142.8571,20.768,159.6831,160.7761,-36.1921,115.8216,12.5924,32.8186,-5663.7258,16.1858,155.2776,20.291,9.8816,13.0587,31.4501,0,0,5
002612.SZ,朗姿股份,8/30/11,0,0,0,3,0,0,52.955,47.045,52.955,47.045,48.63,11.2772,25.9416,48.63,-29.8464,59.0918,-4.0629,4.2327,6.697,0.5096,4.9905,-4.9824,287.4915,1.1831,17.6649,-18.2683,11.2633,0.558,1.2894,65.9025,16.9802,11.1,-17.4972,0.389,1.4542,4.8932,4.0167,1.7973,-0.2899,5.3709,8.6176,4.5384,7.1612,59.2914,40.7086,54.3839,37.2538,10.0275,4.3085,9.2594,2.7941,67.325,-4.0631,41.0074,104.0695,36.4623,1.5739,1.4731,0.079,0.8431,3.2875,0.6602,48.9986,56.2101,361.1346,300.1679,312.1973,0.8648,5.5173,4.4286,0.6955,5.1274,0.3204,2.0479,0.859,-15.7279,6.6538,-12.62,-14.0656,1336.6874,-22.1518,9.2956,-41.6383,-228.3263,-26.0599,-21.1538,3.6965,1.5746,-17.5193,15.1528,0,4,5
002122.SZ,*ST天马,3/28/07,0,0,0,2,1,0,100,0,100,0,29.97,29.9663,56.1376,21.13,-32.7364,61.7514,3.9631,-3.847,49.0839,0,49.0839,-0.0001,223.4498,0.9158,-4.179,-88.8273,-10.3356,0,0.962,-45.8546,-6.0454,13.62,-24.4236,-0.4731,-0.0498,0.7436,0.3018,0.618,0.1093,-19.0515,-63.3933,-6.0724,-25.402,11.059,88.941,38.6243,5.666,15.4231,13.2255,-50.9356,4.3096,0,0,0,111.6862,59.3034,2.4572,2.6788,0.1581,2.0713,-3.9084,1.1512,4.8373,7.0581,583.204,433.4128,317.475,0.8505,1.0161,1.8025,0.1855,1.0801,0.1175,0.2776,0.5436,-173.1524,-35.256,-108.8536,-178.7415,84.1206,-358.9437,-40.4708,13.508,146.2035,-14.8559,-174.1869,-29.2998,-16.2452,-6.8665,18.1818,3,3,4
600982.SH,宁波热电,7/6/04,0,0,0,2,0,0,68.7341,31.2659,68.7341,31.2659,26.35,21.0818,28.7217,26.35,-21.1254,40.0595,3.4703,-3.3644,32.9796,0,32.6797,0,145.7207,0.5997,16.963,18.4173,9.1392,0.9777,1.0481,149.2199,29.5529,9.3,-12.4848,0.1015,0.5018,2.371,1.2824,0.6923,-0.3293,3.7627,5.1167,3.7456,5.0169,12.8509,87.1491,8.5351,3.1071,4.114,1.314,5.3259,0,26.4205,2.978,57.2838,102.5584,41.4882,1.7091,1.6415,0.56,1.6136,6.1607,0.9176,4.1342,45.1228,34.5164,8.8995,16.2355,16.6302,14.7696,10.5399,0.902,1.834,0.4627,2.0287,1.2739,-36.1635,35.6267,-31.4501,-30.682,243.4582,-50.8726,29.8672,68.1536,-278.0959,43.7944,-32.028,39.9611,-25.1702,-1.8854,-7.4639,0,0,5
002021.SZ,*ST中捷,7/15/04,0,0,0,2,1,0,99.9488,0.0512,99.9488,0.0512,17.45,17.4466,47.0951,0,-4.6102,26.9371,7.2785,-6.7807,34.2768,0,34.2768,0.1723,393.8275,1.6547,-6.71,-18.5117,-11.5255,0,2.2039,80.4973,-119.8327,14.72,-46.9728,-0.0689,0.0366,0.8202,0.7275,-0.8358,-0.0206,-7.0137,-8.3965,-2.9931,-9.3516,16.7706,83.2294,24.8475,8.7551,10.2168,1.3219,-8.0342,4.5537,0,0,0,111.1748,41.3018,1.7036,1.5424,0.0924,1.0166,-4.9308,0.1844,7.9893,11.8301,257.7642,102.8126,174.1942,1.55,3.2308,1.7425,0.7463,2.4011,0.4592,2.2681,1.6899,-302.6471,-37.3802,-261.8875,-274.137,-11.7621,-398.7054,-32.1516,-37.5442,56.4903,-34.4879,-291.5922,-32.4128,-6.7894,-17.5768,-17.8808,0,4,3
000678.SZ,襄阳轴承,1/6/97,0,0,0,2,0,0,100,0,100,0,27.94,27.9366,56.5579,27.94,-43.4312,89.3546,-2.2371,2.285,52.673,0,50.3815,0,244.497,1.002,-52.6164,-75.9118,59.8516,0,3.2429,41.5456,-74.4117,13.03,5.0112,-0.0523,-0.1192,2.0798,1.6759,-0.3087,-0.2207,-2.056,-2.3543,-0.1195,-2.7413,10.5958,89.4042,13.2188,2.7387,6.0607,1.8362,-2.3306,2.5831,0,0,0,76.3722,53.0549,2.1301,0.8951,0.0655,0.4114,-0.1823,0,17.8405,21.0394,254.2804,111.0291,160.3274,1.6841,2.8738,1.8848,0.9219,0.812,0.3568,-8.1749,0.743,-26.9417,-18.4369,-38.6549,-50.9519,-269.4102,-35.0276,-5.8157,-7.3313,-5479.0528,-6.6697,-38.941,-17.5228,-2.4978,-5.5577,38.8,0,3,5
000652.SZ,泰达股份,11/28/96,0,1,0,3,0,0,99.901,0.099,99.901,0.099,32.98,32.9757,38.5464,32.98,89.2604,-46.8585,-58.3741,140.0012,37.7058,0,36.9767,0,302.7211,1.2407,17.9502,-5.7972,21.6572,0.3947,1.3975,4.1821,-142.0876,8.41,-21.2712,0.0674,1.7905,7.253,0.4647,1.2287,0.0084,2.3367,0.6217,1.2662,3.1156,4.6162,95.3838,6.1365,0.5124,1.6247,3.9728,0.6113,0.0266,327.5062,11.3361,-319.894,114.7565,84.2378,6.3443,1.0573,0.1108,0.4459,1.0468,3.5393,270.6782,334.1068,521.255,382.3316,391.4283,0.6898,2.0797,1.9435,0.4063,25.0199,0.3045,9.7424,2.3731,37.551,0.1444,-64.4997,-60.4365,76.6068,15.6885,18.8894,3.1906,103.1533,4.9924,-29.8495,2.0002,12.2924,3.0868,26.2494,0,4,5
002363.SZ,隆基机械,3/5/10,0,0,0,2,0,0,99.9178,0.0822,99.9178,0.0822,42.24,42.2426,50.4817,42.24,-38.0572,74.0812,24.53,-19.7058,50.1373,0,42.8209,0,286.2122,1.173,31.121,-61.9565,12.4213,0.3026,1.1066,10.2201,30.4623,12.82,-21.6252,0.17,0.3657,2.92,3.3109,1.2375,0.1114,2.9527,5.6448,2.2707,3.937,15.5318,84.4682,9.5719,5.0832,4.6306,-0.9388,6.0069,0.7969,10.5349,0.2253,77.194,122.8471,28.0973,1.3908,2.2819,0.9148,1.6493,0,0.0233,-28.6786,0,249.6186,9.495,149.3878,1.8074,2.6938,1.1244,0.5727,1.1342,0.3557,1.0728,1.2595,-5.5556,-14.3735,-5.404,-4.6185,-2.0709,-10.8564,2.8931,2.0111,124.676,2.5017,-7.1596,-13.3855,2.6305,-1.6926,28.8181,0,4,5
600630.SH,龙头股份,2/9/93,0,0,0,3,0,0,100,0,100,0,30.08,30.083,33.9949,30.08,-9.0254,9.9208,-11.2188,12.6181,31.2286,0.303,30.6691,0,459.6042,1.8836,154.4995,178.4179,28.928,0,1.9562,-101.634,100.7726,12.76,-10.2612,0.06,-0.5483,6.8859,2.1955,1.0628,-0.0592,1.3885,0.8764,1.8279,1.8513,25.9501,74.0499,24.5225,18.217,4.844,0.2734,0.8971,1.1881,0,-2.3788,80.5118,106.449,45.8739,1.8475,1.8836,0.2498,1.1022,7.2704,0.0037,3.0328,11.8745,175.3471,141.0075,143.1222,1.8865,8.3786,7.8627,1.0834,7.8811,0.9196,2.1473,8.4379,-53.8462,1.164,-26.9316,-37.458,37.5918,-52.5813,0.1354,12.7546,82.8029,5.5354,-52.4787,0.6809,1.1577,15.819,9.8408,0,0,5
600420.SH,现代制药,6/16/04,0,0,1,3,0,0,56.0373,43.9627,56.0373,43.9627,23.32,23.3229,30.6694,23.32,159.7973,37.3798,-16.3363,19.5092,51.4651,0.7908,50.6743,-0.0005,209.6399,0.8592,13.9287,23.1436,5.6103,1.4448,1.468,5.9863,13.4906,9.6,-23.082,0.544,1.0143,8.544,2.4784,3.3908,1.1753,8.0133,8.7267,5.7935,10.6844,51.2968,48.7032,40.6678,31.509,5.0789,1.1623,9.9635,2.9176,-0.8844,4.3098,97.6634,94.9357,49.1758,1.9676,1.4399,0.6826,1.0812,9.528,0.6308,5.5612,38.0194,206.1466,75.1083,147.617,1.8291,4.613,2.0605,0.9774,1.5751,0.5232,3.6418,1.5291,4.075,6.358,-11.3219,-9.0942,29.7435,-12.1943,13.4225,6.5676,845.1463,9.4672,-2.7419,7.9076,6.8902,9.5487,-1.0867,1,0,5
600601.SH,方正科技,12/19/90,0,1,0,3,0,0,100,0,100,0,12.59,12.5898,24.0149,12.59,-22.0482,28.2844,1.875,-1.7515,16.7629,0,16.3399,0,250.5796,1.027,-305.2034,-13.789,13.4433,0.277,2.4527,12.3671,-12.5921,10.25,-2.6448,-0.1708,0.0529,1.521,0.2089,0.0795,-0.2344,-12.3639,-11.2844,-1.6841,-16.4852,15.017,84.983,25.383,8.5515,6.004,4.4919,-10.7621,6.3356,0,0,0,138.5565,74.9036,3.9846,0.7932,0.1299,0.4354,-1.2561,0,22.7171,37.5646,339.7051,119.2772,201.994,1.3367,1.9606,1.2249,0.5759,0.8876,0.2985,-2.6756,1.1585,-62.3574,0.4184,-44.4187,-54.8416,-10.1493,-62.6223,-0.111,-2.9453,-572.6235,-2.234,-63.6066,2.7371,-12.2762,2.7916,45.7023,0,0,5
000591.SZ,太阳能,2/8/96,0,1,1,3,0,1,67.743,32.257,67.743,32.257,31.27,2.9996,20.3561,31.27,65.1741,159.9394,-9.1013,10.0073,32.7689,0.025,17.6851,0,261.745,1.0727,12.4076,-67.7359,10.9217,0.6773,0.8243,5.7485,20.8862,8.88,-17.5584,0.272,0.5146,1.2202,2.2258,1.1434,0.1124,6.2989,22.2178,4.3368,8.3986,50.9442,49.0558,22.5359,0.5095,3.5581,17.9265,30.6646,0.5417,0.375,-8.1135,110.4473,68.7224,64.2625,2.7982,1.3027,0.1977,1.2729,2.362,7.8132,160.0235,168.4048,521.62,165.6641,23.8937,11.3001,0.5425,0.7585,0.4195,0.151,0.1024,2.5187,0.1831,13.8075,22.2894,27.7222,17.9615,114.7552,8.2298,5.1533,19.6366,49.9253,13.9856,14.2642,20.3843,3.9756,9.3927,27.4532,0,4,5
002161.SZ,远望谷,8/21/07,0,1,0,2,0,0,96.3335,3.6665,96.3335,3.6665,22.5,22.4975,28.2874,22.5,16.3039,-13.9472,-6.387,6.8265,1.1686,0.4577,0.711,0.0001,1124.0788,4.6069,-48.1108,-56.2758,-44.2329,0.1473,3.5771,-69.6227,24.3067,12,3.1164,0.8722,-0.0997,0.5921,0.4468,1.0881,-0.038,38.6426,146.7143,33.7652,51.5234,43.9665,56.0335,52.5878,18.8289,20.1975,3.9894,144.4638,9.5719,105.4575,0.1109,-6.1781,87.682,25.2593,1.338,3.839,0.4264,3.2644,45.93,0.1678,2.9168,6.0869,442.7867,315.5467,308.8469,0.8742,2.0158,2.122,0.339,2.5552,0.1843,0.5971,0.6139,984.5842,50.7886,1097.1718,1100.4727,8.8629,788.3835,28.5514,-27.2851,80.6051,7.2466,887.337,15.4101,37.8159,20.1836,74.9077,0,4,5
002255.SZ,*ST海陆,6/25/08,0,0,0,2,0,0,76.8169,23.1831,76.8169,23.1831,11.42,4.8277,19.8732,11.42,52.2223,-3.628,-33.112,49.4858,8.1764,0,3.1895,1.0395,476.5172,1.9529,-34.3163,-66.8902,58.2158,0,1.1536,18.9829,16.5838,11.31,-24.876,0.0835,-0.444,2.1541,2.5511,0.8608,-0.3657,1.8595,3.2665,1.4842,2.4794,19.3159,80.6841,8.21,1.1816,4.6914,1.4139,3.685,0.9231,33.4395,-7.2948,216.2214,80.4513,47.4297,1.9022,1.5811,0.1418,1.2759,4.3814,0.1811,10.544,19.8688,502.1332,293.3091,183.7696,1.4692,0.8481,1.293,0.3402,1.3842,0.2396,0.8709,0.9953,-46.8491,31.6682,-50.1924,-52.9002,-66.2482,-40.9761,-5.3471,16.0436,-303.2621,2.6126,-59.9466,36.1495,1.8833,-0.2099,-18.4143,0,4,5
