security_code,security_nanme,list_date,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,label1,label2,label3
600634.SH,*ST富控,3/4/93,0,0,0,2,1,1,100,0,100,0,27.42,27.4219,40.0404,27.42,-12.9038,14.8156,2.1814,-2.1454,30.8998,0,27.4219,0,343.7298,1.4145,-0.2627,-25.8258,-0.995,0,-0.41,-2.4143,-22.7659,8.83,-59.0388,-1.15,0.1398,1.2782,1.7151,-10.0996,-0.1226,0,-90.0088,-3.4587,0,72.6354,27.3646,119.169,5.174,42.5366,66.7021,-63.3991,4.7563,0,0,0,98.9829,197.316,0,0.222,0.0554,0.222,-0.3119,0,232.7512,265.5354,34.5043,-10.1234,0,0,7.8251,6.0501,0.6392,19.9828,0.1663,-0.2203,0.2926,-47.4359,23.3093,-6863.5653,-51.2863,112.2405,0,-371.6124,91.0458,94.5559,-28.3147,-47.3498,98.9128,-18.69,-5.3774,-38.4314,0,0,3
000555.SZ,神州信息,4/8/94,0,1,1,3,0,1,96.9809,3.0191,96.9809,3.0191,40.14,40.143,61.8814,40.14,9.99,-3.4616,7.8596,-7.2736,62.4921,0.0313,60.4781,-0.4113,551.7951,2.2615,232.3282,-48.74,54.4692,0.2307,2.1952,45.7659,79.5198,10.38,-3.2916,0.1975,-0.6382,6.4709,2.4145,1.7535,-0.8878,3.8119,2.9257,2.5203,5.0826,18.2863,81.7137,13.6812,5.5587,3.1648,1.0831,3.1832,3.8746,38.6749,0.9725,131.2596,100.4121,48.6557,1.9476,1.4593,0.1392,1.0312,3.8598,0.0254,7.3255,15.6874,235.5355,109.7359,100.226,2.6939,1.9954,2.1463,0.8486,12.0473,0.6028,2.8901,3.3874,-35.7932,1.0206,-33.5301,-32.5222,14.6811,-33.784,-3.0172,4.2917,34.6358,0.6252,-37.9987,1.3713,1.8812,-6.6361,58.9885,0,4,5
600615.SH,丰华股份,9/10/92,0,0,0,1,0,0,99.7894,0.2106,99.7894,0.2106,33.45,33.4545,47.6222,33.45,-5.5889,5.9197,10.1382,-9.2014,39.6858,0,36.447,0,504.9743,2.0953,394.9538,245.425,88.5548,0,2.8826,381.223,-960.6973,10.44,-9.5724,0.168,-0.0253,0.2255,2.3189,-0.2806,2.7075,5.1328,74.1951,6.1098,6.8437,5.1971,94.8029,24.7731,4.3973,20.7088,-0.333,60.5709,0,123.1346,0.0889,-23.5579,64.9285,6.3298,1.0676,23.1201,19.2879,22.7678,0,0.0269,-1.4322,0.0959,224.6427,166,66.7823,4.043,1.7104,4.6042,0.0707,1.315,0.0642,0.0742,1.1103,90.9091,-31.3767,101.8607,101.7798,-153.2058,83.7182,3.9595,-27.9783,669.1354,1.0982,89.01,-19.4565,5.2679,4.3346,9.1603,2,0,3
600566.SH,济川药业,8/22/01,1,1,1,3,0,1,100,0,100,0,51.14,51.1408,75.9318,51.14,479.2007,-81.9953,-15.9159,18.9406,71.201,2.2722,65.6079,0,185.4142,0.7599,15.9103,39.8755,12.3328,2.1458,5.1424,16.1156,13.4973,12.64,6.4884,1.602,2.1872,6.6092,2.1674,4.1383,0.554,23.1905,24.24,18.567,30.9207,84.4526,15.5474,55.8927,49.766,3.5476,-0.3045,34.5354,2.8835,2.0152,2.6348,95.0506,111.3903,31.4147,1.458,2.4626,1.0535,2.308,0,0.2553,-5.5803,2.0229,205.889,-4.3275,99.4993,2.7136,2.5378,1.2844,1.1808,2.4008,0.6626,1.9515,1.9298,-0.682,-2.8499,2.0108,-0.6496,14.4804,-12.6749,14.2341,7.0756,-4.2095,11.8843,-0.2449,-3.8412,6.4177,8.486,-25.1869,0,0,5
000605.SZ,渤海股份,9/13/96,0,0,0,2,0,1,77.4084,22.5916,77.4084,22.5916,22.46,22.4581,44.7248,22.46,-6.1838,205.0409,6.3417,-5.9707,56.3311,0,56.3311,-0.2552,321.9158,1.3193,54.0774,22.0635,12.8355,0,1.4973,-52.0036,117.5404,10,-40.1868,0.0906,0.1401,3.2761,3.4344,1.3905,-0.2244,1.5242,3.2327,2.611,2.0323,30.1474,69.8526,20.0469,1.221,7.5114,10.023,3.4808,1.2915,-3.2669,-0.9809,111.5824,85.9253,61.514,2.5983,0.9069,0.2328,0.5499,1.4923,0,34.8336,60.4691,459.0995,135.8647,315.9147,0.8547,1.8857,0.8353,0.4679,1.1327,0.1746,-6.089,0.4024,-13.2184,3.3913,-15.793,-14.1927,116.0614,-15.1292,2.1849,15.5052,-400.3852,10.4937,-8.3533,4.7959,-1.4893,-10.8318,-27.6369,0,4,5
000657.SZ,中钨高新,12/5/96,0,0,1,3,0,1,87.8884,12.1116,87.8884,12.1116,60.94,48.8255,55.0907,60.94,-22.4864,306.366,4,-3.8585,58.1419,0,58.1419,0,386.9513,1.5859,47.1593,94.9175,10.086,0,1.6735,13.2493,37.668,12.47,-7.9848,0.1233,0.1889,6.7205,2.8921,-0.0824,-0.2443,3.3528,2.6819,3.6646,4.4705,20.1214,79.8786,15.5216,4.9284,5.9985,0.9478,2.8956,3.647,0.0099,-1.5518,106.997,78.7959,48.1138,1.9273,1.4285,0.2304,0.8834,4.9085,0.4769,27.0265,41.8342,164.6704,135.6642,99.6974,2.7082,4.1556,9.3083,1.3875,2.5866,0.7877,4.7008,2.4548,0.7353,-2.3768,-9.0849,0.8323,699.1602,-1.983,2.7538,1.0882,-92.3444,2.1147,-0.6567,-1.2502,3.4188,1.9358,28.7594,0,4,5
603026.SH,石大胜华,5/29/15,0,1,0,3,0,0,100,0,100,0,28.21,28.2142,46.2588,28.21,-6.8051,65.5475,-11.5396,13.0147,42.2025,2.8508,39.3516,-2.854,772.5766,3.1663,25.3587,1435.7122,16.5787,1.7559,4.2855,16.4278,12.846,15.37,16.0776,1.49,1.2217,17.4874,2.063,4.8402,0.2242,17.7016,9.127,13.5288,23.6021,17.7147,82.2853,8.1728,2.0214,2.7244,0.3633,10.3843,3.0636,10.1225,-0.4182,89.9245,75.9932,30.3879,1.4365,1.804,0.3102,1.3784,29.0096,0.1426,4.1618,7.5256,68.6074,33.6715,29.9109,9.0268,6.9774,7.7284,2.4892,3.2551,1.2837,6.0226,3.4177,77.381,-7.6802,68.6219,71.9248,-2.7737,57.8138,12.9184,-30.1051,1525.7882,-4.7464,93.065,-10.4904,11.6628,-0.9289,84.3711,0,0,5
600603.SH,广汇物流,1/13/92,0,0,0,0,0,1,40.679,59.321,40.679,59.321,43.13,9.7677,19.399,43.13,34.0791,175.6668,-11.8945,13.504,33.2736,0.0594,33.2142,0.0059,322.4421,1.3215,10.6842,3.0807,7.815,0,0.9484,10.7399,13.1896,11.89,-7.1472,0.23,0.7395,0.9402,0.6256,2.7963,0.0948,4.5621,23.8656,3.068,6.0828,56.0791,43.9209,13.6737,6.4691,6.4233,0.7813,35.5293,0,2.4898,0.0808,109.137,356.4853,61.2408,2.58,1.4054,0.3347,0.6198,49.1234,0.9024,-5.4231,37.948,2556.473,2131.0687,2366.4554,0.1141,1.4209,0.6347,0.1342,26.5344,0.0799,0.3686,0.4772,9.5238,16.8634,-7.883,-6.8754,62.9058,8.7659,-0.6715,78.4756,-85.7799,38.351,1.8121,33.6938,-6.7312,16.8223,29.0676,0,0,5
600206.SH,有研新材,3/19/99,0,1,1,3,0,0,99.0666,0.9334,99.0666,0.9334,33.08,33.0819,42.4419,33.08,57.9106,-36.4692,-16.3606,19.5104,41.2126,3.3482,35.778,0,1222.2237,5.0091,77.1387,-20.3752,51.2079,0,2.3924,62.7821,119.6554,12.73,3.8748,0.089,-0.5121,8.5185,1.7363,0.8178,-0.4157,2.5164,1.1045,2.6988,3.3552,3.8222,96.1778,2.8136,0.5442,1.2229,0.0064,1.1264,1.04,26.0898,8.9594,68.6483,107.2699,11.9767,1.1361,8.617,0.7898,5.9778,207.2198,0.0636,-0.4715,1.2344,44.9022,41.4609,25.2159,10.7075,13.7151,78.4578,2.8879,19.6973,2.0209,3.242,9.1262,11.25,123.1189,10.5431,15.2003,-118.0976,6.8448,3.2545,10.5686,29.5266,3.9997,12.3954,124.1064,2.7404,3.4647,87.0259,0,0,5
000902.SZ,新洋丰,4/8/99,0,1,1,3,0,1,89.9554,10.0446,89.9554,10.0446,47.53,43.0817,55.5335,47.53,-23.9775,25.1346,-1.813,1.8581,58.9051,1.2008,46.7338,-0.0024,191.8192,0.7861,15.4192,-783.9805,10.5993,1.4581,2.1752,72.9661,9.9858,9.21,12.3492,0.49,0.8652,6.225,0.3696,3.3162,0.3638,10.0556,8.0121,8.6908,13.4075,18.848,81.152,8.3668,5.2828,2.8484,-0.1714,8.9519,0.4069,0.2179,0.1896,103.0737,78.948,25.3449,1.3395,2.4222,0.737,1.4157,0,0.045,-9.9141,0.0705,114.3129,72.2954,99.9833,2.7005,18.8421,6.4259,1.5529,2.9249,0.901,2.8019,2.4116,-12.5,-3.2962,-14.6074,-13.9652,194.434,-18.0414,6.5086,-9.6271,482.764,2.0642,-12.956,-2.2449,5.4143,0.3173,-10.138,1,3,5
600398.SH,海澜之家,12/28/00,1,1,1,3,0,1,100,0,100,0,39.95,39.954,87.4405,39.95,33.315,-26.2042,-0.9524,0.9639,87.3247,0.0827,83.794,0,54.1928,0.2221,11.7487,14.4347,8.3422,5.303,3.3457,17.1584,8.5798,10.05,2.424,0.59,0.0455,3.3233,0.327,1.9562,-0.5839,20.0102,17.6581,12.185,26.6802,41.7665,58.2335,17.3285,10.1684,6.9061,-0.0221,23.2589,0.276,3.6505,1.0151,100.4264,112.1746,50.8174,2.0332,1.8017,0.6791,0.9237,0,0.3661,-20.5849,7.5503,313.1565,76.455,298.641,0.9041,18.6009,1.1407,0.7138,3.6611,0.5155,1.6778,2.7775,1.7241,12.6252,-1.7017,-1.0084,47.5961,-6.6574,6.6497,-14.1097,-586.4994,-4.5487,-1.3097,18.9485,3.568,-7.4288,-5.4275,0,0,5
600860.SH,*ST京城,5/6/94,0,0,0,2,0,0,76.3033,0,100,0,43.3,43.3021,70.3015,43.3,-17.2875,20.9007,12.7978,-11.3515,57.9379,0,57.9379,0,590.4768,2.42,-36.2073,-74.5991,-85.865,0,7.3576,306.2663,-38.0211,13.4,8.6244,-0.15,0.1108,2.1027,1.6288,-1.7875,0.1543,-14.685,-9.1486,-3.6989,-19.58,9.8454,90.1546,16.2013,5.0932,8.5169,1.9061,-8.6009,0.6851,0,0,0,89.0071,55.8402,2.2645,1.0303,0.1404,0.5857,-3.8772,8.0043,9.2725,11.1532,180.1912,84.7741,114.6558,2.3549,4.1199,2.8297,1.1208,1.309,0.5005,29.7919,1.2587,-50,16.2553,-23.5517,-46.7769,-21.6505,-95.5269,-26.0229,11.4265,538.6224,-4.4154,-35.2531,14.7058,-13.7166,-0.293,34.2282,0,0,5
000035.SZ,中国天楹,4/8/94,0,1,1,3,0,1,50.7608,49.2392,50.7608,49.2392,16.2,16.2034,28.1691,16.2,3.7239,181.332,-9.6712,10.7153,48.809,0.6805,40.2619,0,343.3464,1.4072,40.7741,-13.1972,49.185,0,3.4406,53.1255,34.8533,7.16,-12.1704,0.1685,0.6115,5.3583,3.2879,0.5816,0.8229,5.9297,3.6267,3.8614,7.9063,14.128,85.872,7.8541,0.1562,5.3162,1.9247,3.8377,0.4571,7.851,-6.2979,90.1718,99.1293,74.4873,3.9196,0.9563,0.2282,0.902,3.9236,0,131.9535,156.3763,78.5231,-7.3092,9.3348,28.9241,3.9024,3.1457,1.9435,3.0748,0.5113,-8.9677,0.8792,36.6586,855.6674,240.5382,216.5516,376.983,-24.8271,211.8579,507.8775,324.2629,403.1923,176.3917,959.0984,70.0165,380.2278,18.6538,0,4,5
600728.SH,佳都科技,7/16/96,1,1,1,3,0,1,97.9843,2.0157,97.9843,2.0157,10.06,10.0577,36.6947,10.06,42.3313,-9.1348,-8.8909,9.696,31.8981,0.0762,27.3242,0.0378,598.0779,2.4511,39.6799,39.6367,51.8543,0,4.9184,97.8777,21.7228,13.45,30.45,0.365,-0.3502,1.4701,0.9876,0.7622,-0.7025,14.0746,24.6536,8.6697,18.7661,12.1422,87.8578,11.7872,4.6578,3.0826,0.3722,25.6021,3.6746,95.0479,0.0785,0.1058,109.9207,42.4381,1.7373,2.0455,0.3006,1.4571,76.6589,0.283,-2.6194,4.356,429.9345,120.4236,211.2835,1.2779,1.2348,0.8723,0.4131,81.9999,0.3039,0.8234,2.3823,419.943,-13.3105,500.7424,463.8859,-11.6,260.6564,45.0557,11.7411,-668.2387,28.7581,441.0413,-10.1171,32.9705,11.8447,36.9473,0,0,5
600038.SH,中直股份,12/18/00,1,1,1,3,0,0,100,0,100,0,28.21,28.2065,64.6347,6.56,-15.5445,18.4055,-13.2,15.1948,68.7205,8.0356,59.6423,0,229.8162,0.9419,47.4351,21.6571,35.0602,0.5513,3.1865,25.7609,78.0342,10.57,-0.4668,0.6865,-0.2653,17.8613,7.3152,4.2892,-0.5461,5.1518,3.7866,2.0883,6.8691,11.2917,88.7083,7.143,0.711,5.4114,-0.1715,3.9953,1.1922,0.0015,0.754,93.4878,87.3971,66.0938,2.9493,1.3796,0.2179,0.3615,0,0.1294,-13.4047,1.6572,470.5652,190.7369,419.6905,0.6433,5.3072,0.9649,0.5017,4.9652,0.4344,1.865,4.899,32.1209,28.6274,28.6072,28.4422,12.1884,22.9773,7.4335,7.7652,14.958,7.5646,33.4905,28.3931,3.5525,1.6776,28.4964,0,0,5
000959.SZ,首钢股份,12/16/99,1,1,1,3,0,0,95.6084,4.3916,95.6084,4.3916,64.38,59.9893,83.8955,64.38,2.8222,65.7932,0.2,-0.2009,79.0023,0.5814,76.4724,0,65.2511,0.2674,9.0533,-24.05,8.8439,0,0.7763,1.5793,17.9394,8.17,-30.2148,0.2337,0.6609,9.5074,3.7991,-0.3828,0.4571,4.7178,3.3057,2.5441,6.2904,10.7226,89.2774,6.4211,1.8688,1.2149,3.0848,3.4311,0.2526,14.263,-0.2739,89.1237,45.6254,72.101,3.5844,0.373,0.1066,0.2685,2.2691,0,281.5906,299.5197,80.0905,-83.6832,35.8832,7.5244,6.1076,1.6486,2.1861,0.6297,0.3635,-1.1482,0.5975,-42.2535,3.7819,-41.2521,-41.5545,-61.2719,-44.3615,3.7999,2.5239,-49.8171,3.7203,-42.8932,7.0956,6.7751,4.8174,-5.3619,0,3,5
600893.SH,航发动力,4/8/96,1,1,1,3,0,0,86.5716,13.4284,86.5716,13.4284,26.52,26.519,56.8093,26.52,-6.6385,52.5571,3.4119,-3.3024,68.4105,3.6808,64.7298,0,108.9684,0.4657,47.8747,-111.0687,22.8582,0.4991,2.0388,44.5407,3446.5502,9.78,-11.7852,0.18,-2.1555,5.6865,9.2952,2.2115,-1.1106,1.5064,3.5436,1.447,2.0085,18.5938,81.4062,15.3259,1.5455,10.3105,2.2863,3.6918,1.1836,14.6125,-1.8264,67.739,87.8997,41.0289,1.6957,1.2133,0.067,0.5108,2.8353,-0.8368,5.2981,12.1531,706.4338,323.4513,462.5645,0.5837,1.1072,0.705,0.3802,0.8263,0.2232,2.9012,1.0469,-37.931,-7.6122,-27.6972,-29.7504,-55.5356,-41.654,8.8866,-1.0861,2.5511,10.4802,-32.4982,-6.0188,7.6113,14.233,0.4151,0,0,5
002047.SZ,宝鹰股份,5/31/05,0,1,1,3,0,1,94.1673,5.8327,94.1673,5.8327,24.48,20.2523,45.5041,24.48,-20.6097,25.96,-4.0552,4.2319,23.8746,0,22.0491,0.5953,274.7895,1.1402,29.007,-13.6686,23.7085,0.5998,2.1297,-10.5377,24.7544,6.81,-4.9716,0.21,0.122,3.6504,1.2669,1.4334,-0.3081,6.9879,5.7527,4.9595,9.3172,17.4047,82.5953,8.9062,0.4084,1.8691,3.6136,6.4847,3.0151,0.3714,-0.3138,121.9988,84.9197,59.3599,2.4606,1.8012,0.1992,1.7264,2.7556,0.1365,27.6007,41.8109,435.0392,301.4061,25.361,10.6463,0.6591,2.0205,0.5176,90.0486,0.498,1.1234,19.1609,-8.6957,-4.1952,-6.4979,-9.0291,127.8106,-11.2095,5.104,41.0185,51.1945,22.9085,-4.7614,-3.0435,5.6159,12.5133,-15.4651,1,4,5
002373.SZ,千方科技,3/18/10,1,1,1,3,0,1,63.9429,36.0571,63.9429,36.0571,16.08,14.9558,27.9779,16.08,48.7227,15.6157,-23.9624,31.5208,30.887,1.8279,29.0514,-8.8725,545.9978,2.2377,32.5428,-124.288,24.4994,0.2086,3.3318,138.2735,43.4298,11.88,23.1348,0.4,-0.2375,3.8302,2.9452,1.8365,-0.4898,7.1745,10.966,4.698,9.566,31.5078,68.4922,23.0506,9.9761,4.4883,0.0638,13.1526,8.5223,1.0628,-0.0217,69.9722,98.88,38.1563,1.617,1.6359,0.3008,1.1892,180.8674,0.0953,-4.0463,1.6698,300.421,138.3241,154.7637,1.7446,1.8537,1.6657,0.6833,12.2917,0.4072,1.6931,1.498,11.1111,26.3321,7.1556,7.1671,-2.8237,8.2907,11.313,22.5084,-256.1655,13.5128,8.4831,27.7147,7.4462,5.5902,62.6969,0,4,5
000582.SZ,北部湾港,11/2/95,0,0,1,3,0,1,36.4843,63.5157,36.4843,63.5157,47.42,5.6599,25.6908,47.42,-29.3372,785.8445,16.3684,-14.0725,31.5852,0,5.4586,0,515.7552,2.1138,20.1997,8.1967,9.5763,0.9167,1.5713,7.8989,16.4949,11.87,-15.7896,0.441,0.7437,2.056,2.3933,2.2517,-0.217,7.6727,23.3379,6.1533,10.2303,38.8023,61.1977,11.2579,0,7.0893,4.1687,31.7971,0,-0.003,0.1548,98.2043,101.0815,35.96,1.5615,1.0207,0.7125,1.0129,7.4925,34.9886,12.9993,31.9704,65.6007,-18.0838,3.7362,72.2651,4.3644,3.2264,0.9143,0.3261,0.197,-402.8436,0.3323,21.8232,11.5437,33.6019,34.3377,5.0259,12.0695,28.1403,-14.8882,-231.3077,7.029,40.1541,7.7179,3.3997,-2.34,28.8614,0,4,5
002466.SZ,天齐锂业,8/31/10,1,1,1,3,0,0,100,0,100,0,35.86,27.7262,39.3006,35.86,88.6875,-20.5941,-16.8909,20.4361,45.7771,2.9193,41.6909,-0.2678,493.1862,2.0722,19.7122,-9.1549,14.7589,0.5499,3.2111,8.9914,73.1137,11.34,-6.2112,0.12,1.2118,3.325,4.5878,3.5885,-0.1511,1.3743,16.3175,5.0236,1.8324,58.5605,41.4395,50.7752,0.8119,5.585,43.4426,17.8073,0.9357,52.7615,11.2067,35.6706,116.1574,75.2307,4.0373,0.6875,0.3258,0.5264,1.423,0,89.0866,94.5038,189.2756,-36.1653,121.8133,2.2165,4.0022,1.1977,1.0079,2.2814,0.0813,-3.4746,0.1196,-91.8919,-20.2077,-74.8634,-72.1393,-50.2494,-91.7156,-0.3161,317.4919,90.6068,135.1413,-70.5484,77.2896,0.2755,9.3806,23.2076,0,4,5
000813.SZ,德展健康,5/19/98,1,1,0,2,0,1,89.8511,10.1489,89.8511,10.1489,30.2,30.1954,68.4257,30.2,76.3271,223.8842,-0.727,0.7378,61.7602,0.8747,59.421,0,424.4341,1.7395,25.0722,-20.9215,19.2991,0,4.1464,57.6629,45.3203,9.73,22.9944,0.1525,0.6393,0.6265,0.3154,1.846,-0.3031,6.2086,24.0452,6.8262,8.2781,83.0647,16.9353,56.5431,43.626,6.4824,0.0226,35.4609,6.4121,3.5964,1.8858,89.1544,197.112,4.668,1.049,19.951,2.9927,18.5052,1268.9712,0.004,-4.7387,0.015,705.3298,639.2902,372.4045,0.725,0.811,4.0885,0.2849,2.5597,0.2378,0.3128,1.7069,-53.2065,-46.946,-53.1757,-52.2667,534.702,-57.4941,8.9876,-60.7757,-406.3985,0.6241,-53.7485,-42.0267,6.2991,-0.5596,-31.4815,0,3,5
000415.SZ,渤海租赁,7/16/96,1,1,1,3,0,0,57.3593,42.6407,57.3593,42.6407,30.31,21.7907,33.3108,30.31,-12.1134,29.5529,2.9087,-2.8035,56.2675,0.0007,55.743,0.0805,198.495,0.8135,8.6033,-2.1738,9.5657,1.1962,0.7234,1.2651,5.0979,7.63,-15.444,0.3367,2.3743,4.2466,2.7686,1.9978,0.6507,5.6115,12.3632,3.7503,7.482,41.2719,58.7281,31.2823,0.5397,5.343,25.3996,13.7185,0,30.065,-0.1072,67.8301,63.4135,79.3934,4.8528,0.9225,0.4383,0.9218,1.5638,0,670.5798,710.0927,28.1886,16.6824,0.2593,1041.232,9.6673,23.4657,0.6497,0.1399,0.0944,-24.6645,0.1618,-14.4997,-10.5736,31.1156,30.4473,-7.6194,-21.0677,8.2511,-15.635,3680.9256,-7.9861,26.8375,-10.9553,7.5462,-5.3668,5.5556,1,5,5
002171.SZ,楚江新材,9/21/07,0,1,1,3,0,0,79.1077,20.8923,79.1077,20.8923,32.37,32.3723,43.0054,32.37,3.7973,204.3276,4.7638,-4.5362,50.7969,0,50.7969,-1.7046,278.6311,1.1419,18.8628,66.7295,14.5771,1.4959,1.5984,39.8974,24.8403,11.72,-4.4388,0.287,-0.2997,8.79,2.1168,1.0133,-0.1296,7.0858,3.1279,5.8174,9.4478,7.7896,92.2104,5.4546,0.9692,1.4047,0.2518,3.2825,2.8289,9.9375,-0.7896,52.5755,109.0362,30.6144,1.4412,2.014,0.2839,1.385,14.6229,0.0587,9.7054,19.7273,61.7722,53.4718,31.9264,8.457,9.0465,32.5287,2.7015,13.3525,1.5798,5.4642,5.3097,-2.7119,20.2832,16.4166,14.6627,-620.1827,-26.923,56.6628,59.8576,-431.1312,59.839,17.8119,20.7904,12.1337,23.9202,60.0432,0,5,5
600565.SH,迪马股份,7/23/02,1,1,1,2,0,0,97.2414,2.7586,97.2414,2.7586,36.36,36.3607,53.4059,36.36,-23.4856,110.2875,0.9804,-0.9901,50.0282,1.4035,48.6247,0,230.667,0.9454,9.5852,31.412,9.3357,2.4199,1.2087,1.4637,17.7234,9.75,-10.9032,0.23,-0.78,2.6165,0.9658,1.1549,-1.0097,6.9212,9.399,1.1601,9.2282,30.5642,69.4358,18.8985,9.3071,7.644,1.4209,10.0351,0.5264,44.8487,-0.5303,52.4623,264.7996,82.1987,5.6176,1.271,0.0965,0.3717,8.6749,0.553,52.942,116.2511,2595.2305,2272.4569,2574.2194,0.1049,12.8504,0.8365,0.104,42.0262,0.0941,0.4692,2.7975,43.75,37.2585,26.787,27.2782,-152.3397,41.6559,6.8773,55.862,-280.3742,58.2882,79.6701,46.2009,-2.5256,30.2995,47.8114,0,0,5
000670.SZ,*ST盈方,12/17/96,0,0,0,0,1,0,73.5551,26.4449,73.5551,26.4449,14.7,3.6128,10.276,0,-17.4259,21.205,10.8647,-9.779,12.4299,0,12.4299,0,1462.0796,6.0417,-14.2673,-106.4484,-24.6892,0,13.2664,-156.9819,-28.1288,9.17,-5.9304,-0.0604,-0.0338,0.005,0.3611,-0.5569,-0.0295,-28.4145,-1233.5389,-22.1965,-37.886,-38.5056,138.5056,1109.4819,26.4327,952.0585,-78.4163,-114.1864,209.407,0,0,0,236.4441,25.1627,1.3362,0.5355,0.1524,0.4885,0,0,-0.4616,0,1073.9498,-451.5036,234.3412,1.1522,0.3216,0.177,0.0854,0.0338,0.0179,-0.734,0.0374,14.2045,-96.0886,-35.0438,-34.9896,-116.0383,-82.6415,-53.049,-40.7153,-30.2047,-50.7657,14.6806,-63.1236,-24.2696,-21.4153,-33.0189,1,3,5
000681.SZ,视觉中国,1/21/97,1,1,1,3,0,1,94.3761,5.6239,94.3761,5.6239,13.41,13.405,51.7298,45.18,51.3993,122.0466,-13.503,15.6182,10.1668,5.0769,3.2995,-0.5724,619.2087,2.5377,40.2122,176.2015,32.8548,0,4.7148,46.8176,59.1856,12.22,14.3928,0.3066,0.1249,0.8358,2.3032,1.9142,-0.1411,7.1925,36.4224,6.3619,9.5899,64.7661,35.2339,28.9154,10.7221,11.4058,2.1167,60.6917,4.6708,17.0031,-0.2342,81.5534,91.4773,26.7836,1.3658,1.1997,0.4785,1.1997,21.6606,1.3486,2.0553,4.8086,91.0822,-102.2251,0,0,2.9644,1.3967,0.5643,157.7187,0.1388,3.5234,0.2173,-2.3878,-16.4959,-3.7497,-3.8423,-46.4611,-11.9605,10.8594,-22.8176,37.1847,-1.631,-5.5984,-18.629,6.6471,-0.4796,-25.8835,1,4,5
600579.SH,克劳斯,8/9/02,0,0,0,2,0,0,46.4624,53.5376,46.4624,53.5376,51.43,23.9656,27.3531,51.43,123.5923,-50.5045,-56.7905,131.4617,56.0215,0,55.2875,0,221.8239,0.9091,82.1342,-28.5286,12.9226,0,1.4987,15.0158,-34.3026,13.09,-11.664,-0.1,0.1676,8.2586,5.6692,-0.563,0.4391,-1.6219,-1.2232,-0.0357,-2.1626,23.7766,76.2234,25.7675,16.1036,5.3503,2.3054,-1.2224,2.0082,0,0,0,126.9688,66.3296,2.97,1.3313,0.2157,0.725,-0.0335,2.9004,39.1515,45.0799,231.3198,158.5316,152.2379,1.7735,3.4142,3.7094,1.0737,4.7433,0.462,4.4114,1.1403,-147.619,-7.4748,-167.5902,-149.2665,15.194,-110.3973,371.3433,1339.7835,195.6432,751.0342,-149.0069,-2.6752,-2.8748,4.0106,-19.2961,0,0,5
002059.SZ,云南旅游,8/10/06,0,0,0,3,0,1,72.1817,27.8183,72.1817,27.8183,35.74,35.7439,48.9613,35.74,-0.1929,3.2995,-11.0666,12.4367,65.5353,0.0126,62.0572,0,106.2425,0.4372,9.1941,4.8716,4.8157,0.6525,2.2571,64.925,-53.6991,10.31,-13.4808,0.0625,0.1451,1.5549,0.124,1.0119,-0.0379,2.9309,3.9813,2.0318,3.9079,17.1873,82.8127,12.4185,3.5804,7.2171,0.2567,4.2216,1.3644,-5.6765,22.3013,81.9308,98.9474,43.1454,1.7589,1.6513,0.4949,1.1553,21.4502,0.2776,-12.8903,17.8107,273.6518,128.2213,156.4625,1.7257,2.304,1.8566,0.5858,2.905,0.369,1.7904,1.4278,-41.8605,-11.4159,-63.5019,-53.6982,842.4496,-62.4434,54.8902,-22.6863,93.5115,1.1931,-50.9455,-6.6358,-31.4147,-25.8018,-2.4058,0,4,5
600685.SH,中船防务,10/28/93,0,0,1,3,0,0,58.1133,0,100,0,41.66,41.6644,82.5566,35.5,20.0686,24.5392,1.6962,-1.6668,68.8657,0.9161,67.3209,0,338.825,1.448,-9.8814,-9.9543,-19.9565,0.112,2.0765,-13.0746,-24.1992,11.78,-25.8492,-0.0542,-3.0433,9.0687,6.7559,-1.5778,-2.8451,-0.7902,-0.1025,0.3931,-1.0536,3.0355,96.9645,8.485,0.3669,4.4939,0.6529,-0.0997,2.9712,-644.6454,2237.4205,-1438.8568,82.7847,68.0554,3.1304,1.1472,0.2003,0.9054,2.1881,2.1134,39.5552,90.3243,172.9152,-50.1391,116.1201,2.3252,4.7539,1.2105,0.4558,1.0883,0.2752,5.163,1.1639,88.8523,6.3203,21.2009,105.7666,-99.6059,87.2687,-12.4548,11.7933,-13.0325,3.982,98.4365,5.7384,-0.7144,-3.7443,54.2887,0,0,5
